Customer Account,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Frequency of transaction in last 30 days,Average Transaction Amount
77BA198A5,16.89,India,0,1,8,99760.756
77BA198A5,6,USA,1,1,8,84699.35333
77BA198A5,6.46,USA,0,0,5,84082.50143
77BA198A5,3.39,Canada,0,0,3,83813.69625
77BA198A5,11.6,India,0,0,3,103856.1578
77BA198A5,24.88,UK,0,0,6,94156.682
433EA5C15,23.06,USA,0,0,4,2191.19
433EA5C15,7.19,UK,0,0,6,3615.83
433EA5C15,14.51,India,0,0,5,2809.876667
433EA5C15,7.75,UK,0,0,5,28441.0075
433EA5C15,19.32,UK,0,1,2,23690.988
433EA5C15,20.52,India,0,0,4,25854.445
433EA5C15,22.94,UK,0,0,8,26094.62
433EA5C15,6.23,USA,0,0,3,23872.435
433EA5C15,8.88,USA,1,1,7,46146.36222
342B9624A,3.79,UK,0,0,4,534.18
342B9624A,16.83,USA,0,0,11,3641.21
342B9624A,29.99,Canada,0,1,9,7301.393333
342B9624A,11.02,USA,0,1,3,6700.1875
342B9624A,17.62,Canada,0,1,5,29315.868
E20A80763,6.98,India,0,0,2,12426.82
E20A80763,13.83,UK,0,1,2,41194.045
C53142A4B,24.47,India,0,1,3,15794.3
C53142A4B,26.93,USA,0,1,5,10135.105
C61553F59,29.45,USA,0,1,11,10009.3
C61553F59,20.84,UK,0,0,2,145008.735
C61553F59,8.72,USA,0,1,6,117183.2567
C61553F59,21.18,UK,0,1,2,94293.2925
C61553F59,6.62,USA,0,1,5,79336.266
C61553F59,27.83,India,0,1,7,67124.97167
C61553F59,29.57,India,0,1,2,60041.39571
C61553F59,19.26,UAE,0,0,5,53651.71125
C61553F59,20.18,India,0,0,7,48354.01111
C61553F59,28.51,USA,1,1,6,45404.282
CFE69CFC8,20.71,Canada,0,0,4,250336.07
CFE69CFC8,18.14,Canada,0,1,7,126572.895
CFE69CFC8,3.02,India,1,1,6,105265.4433
CFE69CFC8,28.65,USA,0,1,3,98908.5325
CFE69CFC8,13.21,UK,1,1,5,84615.226
CFE69CFC8,26.83,USA,0,1,7,71534.92
BD43B98B7,14.57,USA,0,1,4,18515.47
BD43B98B7,29.83,UAE,0,1,5,27155.33
BD43B98B7,13.24,Canada,0,1,4,18629.77333
BD43B98B7,12.34,Canada,0,1,4,15038.015
BD43B98B7,10.14,USA,0,1,6,12658.166
BD43B98B7,27.76,USA,1,0,4,11388.65167
14288B8FC,13.16,USA,1,1,4,2840.47
14288B8FC,17.53,UK,0,0,5,3457.115
14288B8FC,29.31,India,0,1,6,4523.823333
14288B8FC,22.52,UK,0,1,3,82537.3575
14288B8FC,13.92,USA,0,1,6,69049.6
14288B8FC,18.82,India,0,0,2,67497.21333
14288B8FC,26.99,USA,0,1,6,61107.07
14288B8FC,13.42,USA,0,0,11,54348.5075
B09EE815B,16.13,UK,0,0,9,47178.11
B09EE815B,23.18,UK,0,1,7,54733.13
B09EE815B,3.51,USA,1,1,1,43893.63333
B09EE815B,3.71,Canada,0,0,4,39820.7275
B09EE815B,6.2,India,0,1,3,32766.014
B09EE815B,2.17,USA,0,1,4,28906.8
B09EE815B,29.24,UK,0,0,5,26188.41286
B09EE815B,29.7,UK,0,1,3,26607.29875
B09EE815B,16.04,Switzerland,0,1,4,24626.60222
B09EE815B,6.7,UK,0,1,4,22363.406
AEA18CBD7,14.51,USA,0,1,0.01,87438.34
AEA18CBD7,16.53,USA,0,0,5,151252.575
AEA18CBD7,10.89,India,0,0,7,101091.7367
AEA18CBD7,28.4,India,0,1,7,93073.6525
6F24FEBA2,28.5,UK,1,1,5,10158.56
6F24FEBA2,26.28,India,0,1,9,10527.215
6F24FEBA2,15.02,UK,0,0,7,8196.806667
6F24FEBA2,29.47,India,0,0,5,35277.11
E37B63274,15.28,India,0,1,3,111923.81
E37B63274,5.95,USA,0,1,4,60140.495
E37B63274,28.47,USA,0,1,11,41197.79667
E37B63274,14.81,USA,1,1,8,32253.585
E37B63274,2.27,UAE,0,1,4,29933.01
E37B63274,16.16,UK,0,1,7,28348.08167
E37B63274,12.47,India,0,1,4,25772.29571
E37B63274,7.32,India,0,0,2,51185.6775
CFC6FD099,15.37,India,0,1,6,41260.85
CFC6FD099,22.15,USA,0,1,5,21116.29
CFC6FD099,18.83,India,0,1,9,18061.3
CFC6FD099,24.32,India,1,1,2,17416.335
CFC6FD099,26.3,USA,0,1,4,21017.872
CFC6FD099,27.23,USA,0,1,5,20191.845
4AF9F89F3,17.75,USA,0,0,6,10614.73
4AF9F89F3,12.36,Canada,0,1,3,7986.15
4AF9F89F3,24.14,UK,1,1,5,15175.38
4AF9F89F3,15.81,Canada,0,1,3,12602.2725
C0C10B863,3.95,India,0,0,2,8742.64
C0C10B863,5.74,Canada,0,0,0.01,42994.09
E570E49CF,29.03,UK,0,1,4,16568.11
E570E49CF,27.56,Canada,0,1,4,10938.41
E570E49CF,3.03,UK,0,1,3,41673.99
E570E49CF,10.93,India,0,0,3,36050.2775
E570E49CF,19.16,USA,0,0,4,30729.95
E570E49CF,24.93,Canada,0,0,6,27301.57
E570E49CF,20.96,UK,0,1,4,36829.72714
E570E49CF,13.76,Switzerland,0,1,7,78731.78375
F55A1B2D8,29.13,USA,1,1,3,17585.33
F55A1B2D8,17.55,USA,0,1,6,11366.1
F55A1B2D8,27.8,UK,0,0,6,9652.606667
F55A1B2D8,10.39,USA,0,0,3,24301.64
F55A1B2D8,3.88,UK,0,1,5,20354.946
F55A1B2D8,25.11,USA,0,1,4,101437.1783
F55A1B2D8,11.9,USA,0,1,4,144751.3114
F55A1B2D8,3.53,UK,0,0,5,128299.705
F55A1B2D8,9.6,UK,0,0,4,114865.4344
4F48784D6,27.3,UK,0,0,8,49976.89
4F48784D6,9.09,USA,0,1,2,36617.655
4F48784D6,14.92,UK,0,0,7,26865.69
4F48784D6,29.95,UK,0,1,7,34367.8
4F48784D6,16.95,Canada,0,1,5,29641.1
4F48784D6,21.49,UK,0,1,6,28091.33833
4F48784D6,15.58,USA,0,1,6,33894.9
4F48784D6,24.66,UK,0,1,4,34297.12
4F48784D6,10.96,India,0,1,4,32423.39111
0A79FA31F,17.83,USA,0,1,5,6316.13
0A79FA31F,27.21,India,0,0,3,5361.305
0A79FA31F,14.44,USA,0,0,4,163849.5233
0A79FA31F,4.93,USA,1,1,8,127921.7775
0A79FA31F,29.49,USA,0,1,7,105835.012
0A79FA31F,26.03,India,0,1,7,89301.715
8A4F13E12,7.01,India,1,1,6,185160.6
8A4F13E12,13.6,USA,0,1,3,95934.275
8A4F13E12,25.64,USA,0,0,8,69747.25667
8A4F13E12,29.4,UK,0,1,6,81342.045
8A4F13E12,9.7,UK,1,1,7,69646.29
8A4F13E12,19.61,Canada,0,1,2,59044.70667
8A4F13E12,6.91,UK,0,0,6,69198.92857
F20252B92,19.34,UK,0,1,6,137890.29
F20252B92,8.98,USA,0,0,8,71413.61
F20252B92,24.51,USA,0,1,9,66523.65
F20252B92,21,USA,0,1,6,52171.98
F20252B92,22.86,USA,0,1,6,49340.922
F20252B92,4.59,UK,0,0,5,42450.99167
F20252B92,24.31,UK,1,1,7,40647.88286
F20252B92,4.31,UK,0,1,1,38519.25375
F20252B92,4.15,USA,0,1,6,36255.65
BC78D9154,4.83,Canada,0,1,2,90455.35
BC78D9154,7.14,UK,0,1,5,47783.67
BC78D9154,29.21,USA,0,0,9,34218.46
EC87F3230,10.66,USA,0,1,3,43166.13
EC87F3230,7.94,USA,0,1,8,69611.57
EC87F3230,11.27,USA,0,1,7,56448.48667
2B292081D,22.49,UK,1,0,3,11388.75
2B292081D,2.79,Canada,0,1,2,9234.11
2B292081D,7.57,India,0,1,6,9322.886667
2B292081D,22.9,Canada,0,0,3,7119.1175
2B292081D,26.92,USA,0,1,2,41547.21
D387118B1,8.68,Switzerland,0,1,5,24091.37
D387118B1,2.11,India,0,1,2,15760.555
D387118B1,1.98,USA,0,1,4,19481.36
D387118B1,25.84,Canada,0,1,5,15679.24
D387118B1,3.81,USA,0,1,2,12997.56
30321D83C,2.53,USA,1,1,7,28546.18
30321D83C,20.03,USA,0,1,4,22293.365
30321D83C,23.84,India,1,1,5,19819.2
30321D83C,22.3,USA,0,1,7,34082.12
30321D83C,17.48,UK,0,1,3,33705.306
30321D83C,21.15,UK,1,1,6,29832.39
30321D83C,5.9,India,0,0,4,38755.15857
30321D83C,12.98,India,0,0,7,34858.87125
DA107E876,12.64,India,0,0,3,18059.46
DA107E876,15.74,UK,0,1,3,9929.925
DA107E876,29.76,Canada,0,1,5,9767.643333
DA107E876,28.15,USA,0,0,4,7993.9575
DA107E876,26.06,UK,1,0,4,9329.994
DA107E876,17.57,UK,1,1,5,11849.55667
97E2F31E9,3.25,USA,0,1,7,2582.1
97E2F31E9,12.62,USA,1,1,6,14056.495
97E2F31E9,15.27,USA,0,0,5,10197.78667
97E2F31E9,12.21,UK,1,1,5,10147.775
468953FB3,1.08,UK,0,1,4,5825.88
468953FB3,22.75,USA,0,1,10,6611.75
746181EC5,5.83,USA,0,0,5,332369.28
746181EC5,17.67,USA,0,0,6,293191.46
746181EC5,27.67,India,0,0,4,202774.1567
03191BE0F,11.03,UK,0,0,2,11141.43
03191BE0F,11.67,India,0,1,5,9855.815
03191BE0F,22.85,USA,0,1,1,14785.14667
03191BE0F,21.94,UK,1,1,3,20871.5675
03191BE0F,28.65,USA,0,1,5,22584.032
03191BE0F,18.18,UK,0,1,4,20517.79167
03191BE0F,3.76,UK,0,1,6,18193.19286
03191BE0F,2.01,India,0,0,6,19330.15375
03191BE0F,27.08,Switzerland,0,0,8,23171.71889
03191BE0F,13.28,India,0,0,4,21724.607
2D0AA8865,22.17,Canada,0,1,12,8719.96
2D0AA8865,24.91,USA,1,0,1,6861.2
2D0AA8865,21.94,India,0,1,3,83980.54333
2D0AA8865,14.95,UK,0,0,3,190706.4925
2D0AA8865,21.62,UK,0,1,3,153158.362
2D0AA8865,8.73,UK,0,1,6,139234.3217
2D0AA8865,17.31,UK,0,1,3,132446.9643
2D0AA8865,6.11,USA,0,1,5,116664.4488
2D0AA8865,21.08,USA,0,0,5,109145.7489
4FA6AD710,26.06,USA,0,0,5,15230.3
4FA6AD710,18.32,UK,0,0,4,111459.19
4FA6AD710,21.68,UK,0,1,5,79743.70667
4FA6AD710,6.29,USA,1,0,5,60740.5075
4FA6AD710,24.43,USA,0,1,6,49815.862
E32A4D629,7.16,UK,0,0,3,364466.29
E32A4D629,18.23,India,0,1,7,192182.03
E32A4D629,28.97,USA,0,1,3,129176.52
E32A4D629,14.51,India,0,1,5,216432.775
E32A4D629,26.04,UK,0,0,2,178175.096
E32A4D629,6.26,Canada,0,0,4,172675.685
E32A4D629,28.84,UK,0,0,4,151887.8186
E32A4D629,18.17,India,0,1,3,133408.5088
E32A4D629,9.12,India,0,1,8,119135.5244
E32A4D629,8.46,Canada,0,1,4,111193.546
5ACED94EA,19.43,UK,0,1,6,1665.7
5ACED94EA,5.32,UK,0,0,7,44644.05
5ACED94EA,22.34,India,0,0,1,50290.93667
5ACED94EA,2.49,USA,0,0,6,50238.475
5ACED94EA,17.33,UK,0,1,0.01,42530.434
5ACED94EA,5.93,USA,0,1,6,86147.86167
5ACED94EA,15.28,UK,1,1,6,75168.23286
5ACED94EA,6.02,Switzerland,0,0,5,72259.78625
5ACED94EA,4.89,UK,0,1,6,71695.90444
5ACED94EA,29.35,India,0,1,6,65370.049
A6B367036,16.75,Canada,0,0,5,9700.22
A6B367036,17.6,USA,0,1,4,10436.73
A6B367036,2.63,USA,0,1,3,8806.846667
A6B367036,4.77,UK,0,0,7,9871.915
A6B367036,22.66,USA,0,0,1,20746.908
48E5CBC9D,24.87,UK,0,1,3,79618.91
48E5CBC9D,13.76,Canada,0,0,4,53563.725
48E5CBC9D,29.74,India,0,1,5,67106.62667
452DBC076,19.64,USA,0,0,5,116549.75
452DBC076,20.8,UK,1,1,5,61460.65
452DBC076,9.98,USA,0,1,2,42935.66667
452DBC076,19.23,USA,0,1,8,42287.05
99A6EDF82,12.12,USA,0,0,7,7063.83
99A6EDF82,25.94,Canada,0,1,2,4387.09
99A6EDF82,6.11,USA,0,1,4,90863.19667
99A6EDF82,10.63,UK,0,1,2,70097.4975
99A6EDF82,11.51,India,0,1,3,88042.946
99A6EDF82,10.29,Canada,0,0,7,117079.9417
FFF8FAEE8,23.35,USA,0,1,5,24528.1
FFF8FAEE8,25.17,India,0,1,5,24742.43
FFF8FAEE8,11.39,USA,0,0,8,20483.47333
FFF8FAEE8,21.66,UK,0,1,7,363725.8275
FFF8FAEE8,17.57,India,0,1,3,338423.338
FFF8FAEE8,7.46,USA,0,1,5,291218.1967
67F58A46A,19.14,India,0,1,8,6565.1
67F58A46A,5.2,UK,0,1,7,8110.775
67F58A46A,11.17,USA,0,0,5,6253.46
67F58A46A,4.63,UK,0,1,2,4927.5575
F51A385FB,23.07,USA,0,1,9,6292.47
F51A385FB,29.37,UK,0,1,8,15417.805
F51A385FB,9.72,USA,0,0,5,46170.58667
F51A385FB,26.1,UK,0,0,4,35297.5925
F51A385FB,2.51,Switzerland,0,0,4,28645.924
F51A385FB,21.02,USA,0,1,4,32294.85333
F51A385FB,22.93,UK,0,0,7,33745.35143
BBCF9ECE9,11.01,Switzerland,0,0,4,21435.52
BBCF9ECE9,28.08,USA,0,1,5,34664.765
BBCF9ECE9,16.68,UK,0,1,4,25729.2
BBCF9ECE9,7.78,USA,1,1,3,20339.34
BBCF9ECE9,1.04,USA,1,1,4,19688.996
BBCF9ECE9,4.02,UK,0,1,7,21796.11333
BBCF9ECE9,17.01,Canada,0,0,2,22687.27143
BBCF9ECE9,6.07,Canada,0,0,7,55484.5025
768563D18,19.53,UK,0,1,4,18932.53
768563D18,12.26,Switzerland,0,1,10,27442.2
AD80EABB8,20.87,UK,0,1,12,20682.53
AD80EABB8,26.11,USA,0,1,7,16078.335
AD80EABB8,21.58,UK,0,0,7,22536.31333
AD80EABB8,8.96,USA,0,1,8,21685.335
AD80EABB8,7.54,India,0,1,4,19119.694
AD80EABB8,26.32,USA,0,0,6,18166.13667
5FE344F4E,6.83,USA,0,0,7,4403.88
5FE344F4E,20.72,UK,0,1,2,11767.345
5FE344F4E,5.12,USA,0,1,4,11251.12667
5FE344F4E,11.15,USA,0,1,4,14071.325
5FE344F4E,10.62,USA,0,1,3,16011.034
5FE344F4E,18.48,USA,0,1,5,23899.46333
1370DE931,24.11,USA,0,1,2,40694.43
1370DE931,8.65,USA,0,1,6,377636.205
1370DE931,6.02,USA,0,1,5,254492.3033
1370DE931,27.13,USA,0,1,3,194282.47
1370DE931,22.91,USA,0,0,6,169241.294
1370DE931,8.14,USA,0,1,6,143604.67
10B66422E,11.9,India,0,0,5,29591.34
10B66422E,11.56,USA,0,1,2,51380.97
10B66422E,6.86,UK,0,1,3,34696.94
10B66422E,12.77,Canada,0,1,2,30739.03
10B66422E,6.32,USA,0,1,7,27142.37
10B66422E,23.46,India,0,1,2,28677.51833
10B66422E,27.78,UK,0,0,5,25585.97857
10B66422E,13.5,USA,0,0,6,23182.885
10B66422E,2.14,UK,0,1,2,24255.41556
10B66422E,27.27,Canada,1,1,6,23724.607
6CC6DC50C,21.51,India,0,1,9,107780.35
6CC6DC50C,20.89,USA,0,0,5,55899.87
6CC6DC50C,15.12,USA,0,1,7,65059.15667
6CC6DC50C,20.12,India,1,1,4,54738.3925
85CA0CEC2,2.77,UAE,0,1,2,437489.53
85CA0CEC2,24.11,USA,0,1,4,273853.335
85CA0CEC2,17.74,USA,0,1,4,184396.9067
85CA0CEC2,12.74,USA,0,1,4,143444.8075
85CA0CEC2,14.22,Canada,0,1,7,167995.104
85CA0CEC2,10.71,USA,0,1,7,140402.2983
85CA0CEC2,22.92,UK,0,1,4,121419.81
85CA0CEC2,16.63,India,0,1,8,119237.1738
85CA0CEC2,25.28,USA,0,1,5,112564.15
85CA0CEC2,7.83,USA,0,1,2,101463.568
45545EBBB,29.69,USA,0,0,4,77432.03
45545EBBB,14.96,UK,0,1,3,78315.005
45545EBBB,24.96,USA,0,1,6,52694.56
45545EBBB,18.02,UK,0,1,6,40044.57
45545EBBB,2.57,UK,0,1,7,35486.204
F9F043694,24.64,Canada,0,0,4,28953.92
F9F043694,29.95,USA,0,0,8,23224.96
F9F043694,8.12,USA,0,1,5,45841.59667
F9F043694,25.34,USA,0,1,12,195842.6175
F9F043694,14.14,USA,0,1,5,160925.928
F9F043694,23.63,India,0,0,5,134704.2883
F9F043694,28.35,USA,0,0,6,116407.2614
001B7188E,6.03,UK,0,0,5,32637.83
001B7188E,21.32,USA,0,1,6,31366.555
001B7188E,26.63,UK,0,1,1,22978.45333
001B7188E,22.55,USA,0,1,5,25160.6475
001B7188E,28.06,UK,0,1,3,22550.442
001B7188E,24.1,USA,0,1,6,19685.13333
001B7188E,15.04,USA,0,0,8,17942.29714
001B7188E,8.53,UAE,0,0,8,18287.9475
77813CDE7,7.8,USA,0,1,8,3843.56
77813CDE7,9.22,Canada,0,1,6,67887.9
77813CDE7,28.88,USA,0,1,2,85859.51333
77813CDE7,20.29,USA,0,0,6,71565.2825
6D6BE5688,29.48,USA,1,0,9,161328.56
6D6BE5688,16.3,USA,0,1,3,86776.805
6D6BE5688,1.5,India,0,1,5,75670.76333
6D6BE5688,25.33,USA,0,1,3,64638.24
E800439BA,15.78,India,0,0,4,2649.24
E800439BA,1.39,USA,0,1,3,3182.76
E800439BA,28.32,India,0,1,6,9524.39
E800439BA,16.13,USA,0,1,6,42145
E800439BA,18.68,USA,0,0,3,49140.498
3A4CC0FEA,10.07,USA,0,0,6,35543.49
3A4CC0FEA,4.92,USA,1,1,3,24071.24
3A4CC0FEA,1.92,Canada,0,0,9,23460.39333
DEE2602F0,10.86,UK,0,1,4,2357063.01
DEE2602F0,6.18,UK,0,1,4,1229372.27
DEE2602F0,21.87,USA,0,1,4,839303.7033
DEE2602F0,3.05,USA,1,1,6,630545.2375
0BC9DF108,6.16,Canada,0,1,5,65955.66
0BC9DF108,26.44,USA,0,1,10,38823.1
0BC9DF108,8.97,USA,0,1,5,32053.63667
0BC9DF108,21.1,Canada,0,1,6,27079.99
0BC9DF108,26,USA,1,0,2,23172.014
0BC9DF108,8.33,UK,0,1,7,31261.9
0BC9DF108,21.03,UK,0,1,7,216492.8157
54F2E51B9,25.18,USA,0,1,4,15857.23
54F2E51B9,1.57,USA,0,1,6,13967.875
54F2E51B9,28.47,USA,0,0,5,18203.53333
54F2E51B9,24.04,UK,0,0,3,41332.3975
54F2E51B9,8.39,UK,0,0,4,41996.622
54F2E51B9,16.56,UK,0,0,1,42600.915
54F2E51B9,4.21,UK,0,1,2,37892.37714
54F2E51B9,26.99,India,0,1,6,54040.41875
54F2E51B9,26.19,Canada,0,1,6,56046.33778
37E49B5F0,16.4,USA,1,1,8,10856.33
37E49B5F0,18.9,USA,0,1,2,43513.595
37E49B5F0,4.96,USA,0,0,0.01,33564.33
37E49B5F0,8.78,USA,0,1,6,32271.3875
A8D6CF90C,3.84,USA,0,1,3,7528.05
A8D6CF90C,20.3,India,1,0,3,6347.4
A8D6CF90C,14.85,USA,0,1,11,9071.933333
65035AE12,20.55,USA,0,0,5,13452.5
65035AE12,6.6,USA,0,1,6,31889.97
65035AE12,9.74,UK,0,1,8,22138.60667
65035AE12,10.82,India,0,1,10,37429.805
65035AE12,10.87,India,1,0,4,31647.01
65035AE12,12.83,USA,0,0,5,36515.235
65035AE12,4.27,USA,0,1,7,49074.05286
6F269C930,23.08,USA,0,1,6,8267.85
6F269C930,7.89,USA,0,1,4,19768.995
3415A98ED,3.54,USA,0,1,6,70374.92
3415A98ED,24.01,USA,0,1,4,103040.905
3415A98ED,11.12,USA,0,0,5,193245.51
3415A98ED,29.23,USA,0,1,7,149703.4525
3415A98ED,10.26,USA,0,1,7,122230.108
3A4F6B87B,19.94,USA,0,1,12,980414.27
3A4F6B87B,17.41,India,0,1,2,497297.38
3A4F6B87B,6.24,India,0,1,5,351876.92
3A4F6B87B,8.55,UK,0,1,6,273410.41
3A4F6B87B,26.07,India,0,0,5,223566.282
3A4F6B87B,15.91,UK,0,1,6,188216.4817
3A4F6B87B,19.26,USA,0,1,7,163820.99
3A4F6B87B,17.98,USA,0,0,6,182138.555
0CC7CDFC8,17.33,USA,0,0,5,54011.89
0CC7CDFC8,14.83,USA,0,1,4,29677.345
0CC7CDFC8,29.28,India,1,0,8,75176.34
0CC7CDFC8,4.31,UK,0,0,5,65878.3175
0CC7CDFC8,3.91,Canada,0,1,3,54279.118
0CC7CDFC8,25.92,UAE,0,0,2,53351.40333
0CC7CDFC8,29.98,UAE,0,1,7,46700.92857
8FBD62E14,4.75,USA,0,1,3,136298.86
8FBD62E14,7.36,USA,1,1,3,70026.61
8FBD62E14,8.71,Canada,0,0,6,60733.00667
8FBD62E14,23.87,USA,0,0,8,47234.4275
8FBD62E14,3.29,UK,0,1,2,39650.568
8FBD62E14,9.47,USA,0,1,3,35547.82833
8FBD62E14,1.56,UK,0,1,8,36217.64571
8FBD62E14,5.42,USA,0,0,5,34402.0775
8FBD62E14,15.67,UK,0,1,4,48912.93
8FBD62E14,26.71,UK,0,0,4,48570.555
B77690E60,20.95,UK,0,0,1,437567.38
B77690E60,27.51,India,0,1,6,219550.875
B77690E60,12.18,USA,1,1,7,156864.9167
B77690E60,2.78,UAE,1,1,4,118808.3
B77690E60,6.02,Switzerland,1,1,6,96876.588
B4E2DA0D4,9.57,India,0,0,6,105239.64
B4E2DA0D4,26.52,Canada,0,1,10,100508.73
B4E2DA0D4,29.37,USA,0,1,6,82486.72667
B4E2DA0D4,22.08,UK,0,0,9,64568.7225
B4E2DA0D4,25.45,UK,1,0,5,52672.304
B4E2DA0D4,6.17,USA,0,0,4,82817.53833
B4E2DA0D4,24.49,UK,0,1,2,73256.04571
B4E2DA0D4,17.2,UK,1,0,5,64911.84375
B4E2DA0D4,16.22,USA,0,1,5,59468.45333
B4E2DA0D4,8.89,UK,0,1,5,58332.266
B0C9277C4,19.06,USA,0,1,4,20863.78
B0C9277C4,16.72,Canada,0,0,5,11740.27
B0C9277C4,19.59,USA,0,1,4,40168.76667
B0C9277C4,5.69,India,0,1,1,32126.1875
B0C9277C4,2.47,USA,0,1,4,32287.09
B0C9277C4,24.08,UK,0,1,8,31294.855
B0C9277C4,29.43,USA,1,1,7,28759.31286
B0C9277C4,10.96,UK,0,0,5,41038.65875
B0C9277C4,13.74,USA,0,0,4,36841.13556
5686CC84B,21.97,UK,1,1,4,3165.86
5686CC84B,4.31,USA,0,1,7,25495.19
5686CC84B,27.46,India,0,1,3,18419.2
5686CC84B,16.82,UK,0,1,7,14967.645
5686CC84B,22.72,USA,1,1,5,21607.628
5686CC84B,3.51,USA,0,0,3,18460.115
5686CC84B,19.88,USA,0,1,8,25672.78429
B6990C8A6,18.1,UAE,0,1,5,20746.67
B6990C8A6,10.1,USA,0,1,1,16774.01
B6990C8A6,6.27,UK,0,0,6,13607.27667
49DA8F8FA,14.87,USA,0,1,5,3598.79
49DA8F8FA,19.84,India,0,0,5,43437.035
49DA8F8FA,10.08,Canada,0,1,4,34384.55667
313235E5F,6.07,Canada,0,1,4,5121.14
313235E5F,22.79,UK,0,0,8,5294.575
BED4841D9,18.09,UK,0,1,7,211831.28
BED4841D9,18.04,USA,0,1,3,128805.26
BED4841D9,29.13,USA,0,1,6,94935.46
BED4841D9,14.23,USA,0,0,5,72311.3925
BED4841D9,17.02,Canada,0,0,7,75621.628
BED4841D9,11.94,UAE,0,1,7,64024.95333
BED4841D9,1.53,UK,0,1,5,59417.66
BED4841D9,19.01,USA,1,1,4,52820.06625
83EBDD0EF,15.64,Canada,1,1,6,126751.59
83EBDD0EF,9.99,Canada,0,1,4,78996.005
83EBDD0EF,16.99,India,1,0,3,54830.51667
83EBDD0EF,18.45,USA,0,1,3,51556.9275
83EBDD0EF,8.33,UK,0,0,4,52999.454
83EBDD0EF,29.66,USA,0,1,4,46452.07833
83EBDD0EF,1.87,USA,0,1,8,103870.0986
83EBDD0EF,27.94,India,0,0,5,110043.9313
83EBDD0EF,17.72,UK,0,0,1,97963.30444
12BD8F502,13.34,Canada,0,1,5,8497.72
12BD8F502,3.63,UK,0,0,9,5589.85
12BD8F502,27.07,USA,0,1,7,5075.003333
12BD8F502,22.88,Canada,0,1,5,41258.2075
12BD8F502,25.38,Canada,0,1,5,36277.32
12BD8F502,27.94,USA,0,0,3,35986.025
5E5A27095,9.35,USA,1,0,6,28910.07
5E5A27095,4.76,UK,0,0,10,16831.015
5E5A27095,16.53,UK,1,0,2,27442.83667
5E5A27095,5.14,USA,0,1,3,21270.0675
5E5A27095,17.1,India,0,0,3,107275.096
138049CB2,12.8,USA,0,1,6,4319.4
138049CB2,28.35,UK,0,1,3,17561.96
138049CB2,15.64,India,0,1,3,25545.08333
138049CB2,7.11,UK,0,0,5,30541.1775
138049CB2,4.52,USA,1,0,7,46351.208
138049CB2,20.11,Switzerland,0,1,5,39358.29833
138049CB2,20.85,USA,0,0,7,34238.93571
138049CB2,27.02,USA,0,1,5,31407.4325
138049CB2,20.43,UK,0,1,5,30660.09444
EB966D672,6.33,USA,0,0,3,3913.75
EB966D672,24.47,India,0,1,9,3025.56
EB966D672,27.47,India,0,1,5,2906.923333
EB966D672,9.69,Switzerland,0,1,9,54753.17
EB966D672,6.61,USA,0,1,8,54138.672
8E7C5C852,22.61,USA,1,1,1,180282.35
8E7C5C852,8.73,USA,0,1,8,106542.77
8E7C5C852,4.62,USA,0,1,2,75119.42333
8E7C5C852,10.18,USA,0,1,3,63863.5575
8E7C5C852,23.78,USA,0,1,6,51809.498
8E7C5C852,22.57,USA,0,1,5,71813.69167
8E7C5C852,13.3,India,0,0,5,67762.56143
44697DD67,24.55,USA,0,0,6,4931.51
44697DD67,13.06,UK,0,1,5,20747.25
44697DD67,2.81,UK,0,1,6,18412.99
44697DD67,18.39,India,0,1,5,15391.9825
44697DD67,16.7,USA,1,1,6,12676.994
44697DD67,2.25,India,0,0,5,17937.33667
44697DD67,24.21,UK,0,1,7,23194.52286
42E556815,4.04,UK,0,0,4,27802.75
42E556815,20.45,India,0,1,4,25081.7
42E556815,25.61,USA,0,1,3,17204.83
42E556815,25.87,USA,0,1,3,29343.895
42E556815,20.11,USA,0,0,3,28976.392
42E556815,1.94,Canada,0,1,3,24976.63333
28A32A1A0,14.79,UK,0,1,4,55135.87
28A32A1A0,11.94,USA,0,0,5,43919.97
28A32A1A0,29.48,Canada,0,1,2,57103.51333
28A32A1A0,5.58,India,0,1,2,73827.9475
28A32A1A0,14.25,Canada,1,1,4,178077.464
28A32A1A0,25.73,India,1,1,4,151579.4617
28A32A1A0,7.94,India,0,0,7,130172.93
28A32A1A0,2.95,Canada,0,1,7,118640.4838
28A32A1A0,12.78,USA,1,1,8,106421.5344
B62EEE7E8,25.61,UK,0,1,5,20673.66
B62EEE7E8,21.44,UK,0,0,2,46763.98
B62EEE7E8,19.67,USA,0,1,6,228741.3033
B62EEE7E8,29.13,UK,0,1,4,172612.4425
B62EEE7E8,7.63,USA,0,1,5,144744.764
B62EEE7E8,4.56,Canada,0,1,3,121082.49
B62EEE7E8,28.47,USA,0,1,11,107145.5057
B62EEE7E8,8.31,Canada,0,1,2,94022.17625
B62EEE7E8,10.58,USA,0,0,3,84301.50889
B62EEE7E8,8.49,USA,0,0,4,77582.376
275142984,8.13,India,0,1,2,2895.61
275142984,12.74,UK,0,1,6,2089.31
275142984,5.33,Canada,0,1,4,6559.053333
275142984,24.8,India,0,1,4,51326.11
275142984,28.88,USA,0,0,8,57311.502
275142984,4.12,UK,0,1,7,49721.95333
275142984,3.03,USA,0,1,4,61416.43857
275142984,13.48,Switzerland,0,0,6,59642.085
